,EIIE,OLMAR,PAMR,RMR,UBAH,UCRP,BTC-hold
2023-05-07,1.54014e-06,3.93721e-60,8.20819e-79,1.18426e-59,1.73344,0.531154,3.95056
2023-05-08,1.45923e-06,3.40309e-60,6.90576e-79,1.01565e-59,1.64605,0.503721,3.84477
2023-05-09,1.46299e-06,3.08391e-60,6.17551e-79,9.19279e-60,1.65,0.505115,3.83914
2023-05-10,1.47801e-06,2.76696e-60,5.4855e-79,8.2799e-60,1.66588,0.510249,3.83504
2023-05-11,1.43494e-06,2.42832e-60,4.62206e-79,7.28922e-60,1.62116,0.496306,3.74747
2023-05-12,1.44707e-06,2.17016e-60,3.94896e-79,6.44302e-60,1.63728,0.501085,3.72335
2023-05-13,1.43913e-06,1.93832e-60,3.39866e-79,5.76126e-60,1.62814,0.498346,3.72061
2023-05-14,1.47101e-06,1.78724e-60,3.14727e-79,5.30582e-60,1.65944,0.508351,3.74039
2023-05-15,1.48302e-06,1.62238e-60,2.73614e-79,4.76198e-60,1.67299,0.512413,3.77437
2023-05-16,1.50768e-06,1.49657e-60,2.43832e-79,4.44456e-60,1.69725,0.519679,3.75654
2023-05-17,1.52872e-06,1.36443e-60,2.1103e-79,4.05446e-60,1.7227,0.527511,3.8082
2023-05-18,1.50182e-06,1.20211e-60,1.79371e-79,3.53009e-60,1.69404,0.518737,3.727
2023-05-19,1.50844e-06,1.0854e-60,1.58403e-79,3.19404e-60,1.70324,0.521424,3.7352
2023-05-20,1.51186e-06,9.61957e-61,1.39363e-79,2.84071e-60,1.70763,0.522705,3.76607
2023-05-21,1.48625e-06,8.45747e-61,1.17901e-79,2.48989e-60,1.67992,0.514053,3.71679
2023-05-22,1.50896e-06,7.82627e-61,1.07376e-79,2.28939e-60,1.70414,0.521463,3.73089
2023-05-23,1.52253e-06,6.76845e-61,9.05584e-80,1.98628e-60,1.71998,0.526464,3.78235
2023-05-24,1.47638e-06,5.7771e-61,7.39248e-80,1.6898e-60,1.66806,0.510639,3.6586
2023-05-25,1.47747e-06,5.21e-61,6.46863e-80,1.52765e-60,1.67032,0.511305,3.67871
2023-05-26,1.49e-06,4.57857e-61,5.51395e-80,1.33687e-60,1.68649,0.516202,3.71097
2023-05-27,1.51657e-06,4.11526e-61,4.9071e-80,1.19892e-60,1.71612,0.525366,3.73158
2023-05-28,1.56078e-06,3.86697e-61,4.41181e-80,1.11105e-60,1.76718,0.540876,3.89982
2023-05-29,1.54121e-06,3.34049e-61,3.76701e-80,9.80745e-61,1.74602,0.534254,3.85416
2023-05-30,1.55794e-06,3.07836e-61,3.29387e-80,9.17776e-61,1.76489,0.53965,3.84833
2023-05-31,1.52008e-06,2.57219e-61,2.6419e-80,7.70065e-61,1.72539,0.527472,3.78106
2023-06-01,1.51123e-06,2.27473e-61,2.27353e-80,6.82153e-61,1.71379,0.523983,3.72654
2023-06-02,1.54586e-06,2.10923e-61,2.03068e-80,6.36611e-61,1.75718,0.537146,3.78554
2023-06-03,1.53219e-06,1.81579e-61,1.69224e-80,5.49235e-61,1.74054,0.531895,3.76145
2023-06-04,1.53411e-06,1.62507e-61,1.4702e-80,4.95268e-61,1.7431,0.532595,3.76785
2023-06-05,1.42974e-06,1.33247e-61,1.20542e-80,4.07251e-61,1.61417,0.492635,3.57511
2023-06-06,1.47716e-06,1.21131e-61,1.03498e-80,3.62475e-61,1.67286,0.510573,3.78381
2023-06-07,1.4121e-06,1.02394e-61,8.63173e-81,3.10804e-61,1.59317,0.485806,3.66003
2023-06-08,1.42189e-06,9.55602e-62,7.72563e-81,2.86378e-61,1.60546,0.489569,3.68217
2023-06-09,1.40605e-06,8.19185e-62,6.3957e-81,2.43945e-61,1.58817,0.483305,3.67927
2023-06-10,1.30956e-06,6.87503e-62,5.22001e-81,2.01083e-61,1.426,0.4327,3.59081
2023-06-11,1.31708e-06,6.19957e-62,4.47e-81,1.81164e-61,1.4353,0.435555,3.60253
2023-06-12,1.31311e-06,5.51572e-62,3.91127e-81,1.60624e-61,1.4309,0.434201,3.5997
2023-06-13,1.32056e-06,5.03178e-62,3.31499e-81,1.47383e-61,1.43918,0.437053,3.60374
2023-06-14,1.26723e-06,4.30813e-62,2.747e-81,1.26471e-61,1.37487,0.417738,3.49179
2023-06-15,1.27354e-06,3.87465e-62,2.39976e-81,1.14517e-61,1.38346,0.420003,3.55708
2023-06-16,1.2966e-06,3.42272e-62,2.11445e-81,1.01528e-61,1.41025,0.42833,3.66082
2023-06-17,1.31245e-06,3.06114e-62,1.8731e-81,9.09516e-62,1.42815,0.434064,3.68472
2023-06-18,1.30386e-06,2.67229e-62,1.6116e-81,7.71898e-62,1.42014,0.430915,3.66012
2023-06-19,1.32124e-06,2.37984e-62,1.43195e-81,6.98478e-62,1.44038,0.43726,3.73021
2023-06-20,1.37931e-06,2.16406e-62,1.266e-81,6.36892e-62,1.50407,0.457764,3.93359
2023-06-21,1.44117e-06,2.08496e-62,1.18048e-81,6.45433e-62,1.578,0.480571,4.16786
2023-06-22,1.42665e-06,1.84695e-62,1.02787e-81,5.75419e-62,1.56112,0.475246,4.15272
2023-06-23,1.46082e-06,1.70423e-62,9.33378e-82,5.27786e-62,1.60277,0.487858,4.26438
2023-06-24,1.42345e-06,1.44291e-62,7.81252e-82,4.39766e-62,1.55999,0.47426,4.242
2023-06-25,1.42922e-06,1.30589e-62,6.90986e-82,4.00973e-62,1.56709,0.4765,4.233
2023-06-26,1.40471e-06,1.16001e-62,5.81141e-82,3.50978e-62,1.53946,0.467508,4.20594
2023-06-27,1.43116e-06,1.07951e-62,5.17203e-82,3.25125e-62,1.5715,0.477185,4.26492
2023-06-28,1.36166e-06,9.08649e-63,4.1807e-82,2.70798e-62,1.49038,0.451612,4.17946
2023-06-29,1.39273e-06,8.5759e-63,3.7955e-82,2.50821e-62,1.52605,0.462773,4.23086
2023-06-30,1.46032e-06,7.44666e-63,3.21947e-82,2.40604e-62,1.60859,0.48647,4.23429
2023-07-01,1.46691e-06,6.7106e-63,2.78505e-82,2.19029e-62,1.61609,0.489122,4.25012
2023-07-02,1.48381e-06,6.18914e-63,2.43556e-82,2.06001e-62,1.63663,0.495333,4.25444
2023-07-03,1.49082e-06,5.70684e-63,2.07919e-82,1.8836e-62,1.64523,0.497901,4.32936
2023-07-04,1.47225e-06,4.85289e-63,1.68466e-82,1.58658e-62,1.62294,0.491147,4.27521
2023-07-05,1.44412e-06,4.18671e-63,1.42897e-82,1.36603e-62,1.58896,0.480838,4.23885
2023-07-06,1.40978e-06,3.58524e-63,1.18214e-82,1.19595e-62,1.54811,0.468212,4.15417
2023-07-07,1.4467e-06,3.36697e-63,1.09123e-82,1.11332e-62,1.59435,0.481889,4.2166
2023-07-08,1.44695e-06,2.98892e-63,9.438e-83,9.85738e-63,1.59518,0.481955,4.20826
2023-07-09,1.43979e-06,2.68138e-63,8.07636e-83,8.87903e-63,1.58653,0.479324,4.19104
2023-07-10,1.46074e-06,2.46949e-63,7.1023e-83,8.23266e-63,1.61238,0.486981,4.22589
2023-07-11,1.46933e-06,2.22009e-63,6.24328e-83,7.31391e-63,1.62377,0.490107,4.25515
2023-07-12,1.45773e-06,1.93588e-63,5.40077e-83,6.35983e-63,1.60941,0.485884,4.22151
2023-07-13,1.61963e-06,1.8915e-63,5.25486e-83,6.40323e-63,1.86281,0.555921,4.37078
2023-07-14,1.56515e-06,1.54446e-63,4.00678e-83,4.9809e-63,1.78786,0.535568,4.21206
2023-07-15,1.58095e-06,1.38067e-63,3.42439e-83,4.48333e-63,1.80909,0.54204,4.20893
2023-07-16,1.56524e-06,1.2329e-63,2.87605e-83,4.02167e-63,1.79404,0.536102,4.20094
2023-07-17,1.57472e-06,1.10077e-63,2.39621e-83,3.55529e-63,1.8032,0.539714,4.18788
2023-07-18,1.55717e-06,1.0112e-63,2.04808e-83,3.26251e-63,1.78343,0.532951,4.14913
2023-07-19,1.57071e-06,9.24563e-64,1.83452e-83,2.97396e-63,1.8064,0.538051,4.15609
2023-07-20,1.56333e-06,8.06373e-64,1.58041e-83,2.56686e-63,1.79281,0.53525,4.14091
2023-07-21,1.56465e-06,7.0092e-64,1.34783e-83,2.23933e-63,1.79114,0.535708,4.15505
2023-07-22,1.53661e-06,6.09514e-64,1.13923e-83,1.95087e-63,1.7515,0.525117,4.14008
2023-07-23,1.54876e-06,5.45112e-64,1.0216e-83,1.75057e-63,1.76711,0.529699,4.18034
2023-07-24,1.50169e-06,4.59131e-64,8.60312e-84,1.48635e-63,1.70634,0.511985,4.05427
2023-07-25,1.51091e-06,4.12179e-64,7.70527e-84,1.32605e-63,1.71954,0.515349,4.06155
2023-07-26,1.52651e-06,3.71512e-64,6.5669e-84,1.19341e-63,1.74018,0.521097,4.07865
2023-07-27,1.5195e-06,3.2124e-64,5.55703e-84,1.05228e-63,1.73186,0.51855,4.0607
2023-07-28,1.5184e-06,2.88523e-64,4.90992e-84,9.51688e-64,1.72937,0.518143,4.0734
2023-07-29,1.53583e-06,2.62195e-64,4.40311e-84,8.66013e-64,1.75066,0.524664,4.07878
2023-07-30,1.51227e-06,2.23167e-64,3.74002e-84,7.39355e-64,1.71996,0.515785,4.0688
2023-07-31,1.50544e-06,1.93079e-64,3.19717e-84,6.53352e-64,1.71035,0.513216,4.06202
2023-08-01,1.52103e-06,1.75257e-64,2.81899e-84,5.94498e-64,1.7291,0.51904,4.12785
2023-08-02,1.46803e-06,1.46493e-64,2.32253e-84,4.96055e-64,1.66485,0.499616,4.05559
2023-08-03,1.44596e-06,1.32476e-64,2.02373e-84,4.43701e-64,1.63868,0.491571,4.05665
2023-08-04,1.44407e-06,1.18103e-64,1.77384e-84,3.95179e-64,1.63663,0.490867,4.04558
2023-08-05,1.44598e-06,1.06704e-64,1.55563e-84,3.56979e-64,1.63899,0.491542,4.03977
2023-08-06,1.44221e-06,9.42194e-65,1.35132e-84,3.18967e-64,1.63473,0.490153,4.04203
2023-08-07,1.44804e-06,8.56485e-65,1.19132e-84,2.88362e-64,1.64151,0.492243,4.05907
2023-08-08,1.47665e-06,7.82156e-65,1.06955e-84,2.65584e-64,1.67648,0.502704,4.1368
2023-08-09,1.48018e-06,7.16064e-65,9.45019e-85,2.39948e-64,1.68092,0.50403,4.11061
2023-08-10,1.46965e-06,6.36088e-65,8.1238e-85,2.15983e-64,1.66856,0.500175,4.09307
2023-08-11,1.46556e-06,5.67025e-65,7.14229e-85,1.95998e-64,1.66374,0.4987,4.08894
2023-08-12,1.46875e-06,5.02899e-65,6.27197e-85,1.7638e-64,1.66798,0.499856,4.08952
2023-08-13,1.45331e-06,4.35227e-65,5.38696e-85,1.54628e-64,1.6491,0.494209,4.07196
2023-08-14,1.46316e-06,3.90084e-65,4.75128e-85,1.39652e-64,1.66145,0.497786,4.08962
2023-08-15,1.42455e-06,3.30493e-65,3.95835e-85,1.18159e-64,1.61463,0.483655,4.05753
2023-08-16,1.36799e-06,2.75713e-65,3.16842e-85,9.818e-65,1.54658,0.462879,3.99229
2023-08-17,1.25553e-06,2.1885e-65,2.48048e-85,7.93489e-65,1.41345,0.422312,3.6995
2023-08-18,1.25721e-06,1.93906e-65,2.15245e-85,7.10022e-65,1.41501,0.422975,3.62037
2023-08-19,1.26704e-06,1.79124e-65,1.91826e-85,6.49098e-65,1.42708,0.426537,3.62677
2023-08-20,1.27655e-06,1.61837e-65,1.68856e-85,5.91288e-65,1.43775,0.429955,3.63927
2023-08-21,1.25524e-06,1.46725e-65,1.44729e-85,5.31346e-65,1.4112,0.422224,3.63051
2023-08-22,1.24119e-06,1.26422e-65,1.27175e-85,4.5999e-65,1.39467,0.417192,3.62065
2023-08-23,1.27163e-06,1.13353e-65,1.12529e-85,4.06077e-65,1.43182,0.428147,3.673
2023-08-24,1.25625e-06,9.77951e-66,9.62394e-86,3.4959e-65,1.41341,0.422584,3.63789
2023-08-25,1.24801e-06,8.61328e-66,8.56363e-86,3.06216e-65,1.40297,0.419606,3.62121
2023-08-26,1.24358e-06,7.65376e-66,7.4588e-86,2.76259e-65,1.39776,0.418039,3.61529
2023-08-27,1.25713e-06,6.88085e-66,6.60482e-86,2.47504e-65,1.41408,0.422897,3.62702
2023-08-28,1.25227e-06,6.08851e-66,5.65286e-86,2.19451e-65,1.40846,0.421156,3.62955
2023-08-29,1.32149e-06,5.36318e-66,5.02054e-86,1.93273e-65,1.491,0.445849,3.85137
2023-08-30,1.29173e-06,4.6786e-66,4.30563e-86,1.65736e-65,1.45569,0.435261,3.79352
2023-08-31,1.24335e-06,4.08965e-66,3.57407e-86,1.43715e-65,1.39766,0.417836,3.60465
2023-09-01,1.22458e-06,3.54515e-66,3.01535e-86,1.23448e-65,1.37377,0.410658,3.58578
2023-09-02,1.22806e-06,3.14163e-66,2.63479e-86,1.08885e-65,1.37836,0.411982,3.59474
2023-09-03,1.22795e-06,2.75199e-66,2.29641e-86,9.40233e-66,1.37823,0.411921,3.60887
2023-09-04,1.22778e-06,2.46683e-66,2.02144e-86,8.3891e-66,1.3782,0.411831,3.5887
2023-09-05,1.23458e-06,2.19135e-66,1.76761e-86,7.42815e-66,1.38673,0.414359,3.58399
2023-09-06,1.22912e-06,1.91507e-66,1.51178e-86,6.51023e-66,1.37981,0.412283,3.57952
2023-09-07,1.23671e-06,1.71541e-66,1.35358e-86,5.83708e-66,1.3895,0.415143,3.64831
2023-09-08,1.22258e-06,1.49443e-66,1.15277e-86,5.13626e-66,1.37175,0.409772,3.60044
2023-09-09,1.21952e-06,1.2956e-66,9.99843e-87,4.49252e-66,1.36795,0.408607,3.5992
2023-09-10,1.19393e-06,1.11896e-66,8.30733e-87,3.8393e-66,1.33569,0.398892,3.59086
2023-09-11,1.16341e-06,9.8132e-67,6.87981e-87,3.37752e-66,1.29707,0.387362,3.4965
2023-09-12,1.1826e-06,9.3411e-67,6.17101e-87,3.15632e-66,1.32137,0.39454,3.59066
2023-09-13,1.19731e-06,8.55123e-67,5.51465e-87,2.87092e-66,1.33993,0.400076,3.64372
2023-09-14,1.21027e-06,7.90346e-67,4.99622e-87,2.6599e-66,1.35622,0.404952,3.68551
2023-09-15,1.22913e-06,7.14893e-67,4.45204e-87,2.39149e-66,1.38016,0.412038,3.69625
2023-09-16,1.22508e-06,6.34469e-67,3.86626e-87,2.08824e-66,1.37518,0.41052,3.69065
2023-09-17,1.21055e-06,5.54568e-67,3.35152e-87,1.81442e-66,1.35706,0.405018,3.68618
2023-09-18,1.22616e-06,5.13992e-67,3.0301e-87,1.64883e-66,1.3768,0.410858,3.71883
2023-09-19,1.24409e-06,4.66287e-67,2.708e-87,1.47334e-66,1.39951,0.417614,3.78105
2023-09-20,1.23991e-06,4.1197e-67,2.3391e-87,1.2984e-66,1.39398,0.415982,3.7692
2023-09-21,1.20865e-06,3.56995e-67,1.98224e-87,1.12129e-66,1.35458,0.404123,3.69181
2023-09-22,1.21099e-06,3.24374e-67,1.77735e-87,1.02881e-66,1.35759,0.405008,3.69349
2023-09-23,1.21463e-06,2.87996e-67,1.54636e-87,9.26752e-67,1.36202,0.406362,3.69291
2023-09-24,1.19807e-06,2.49908e-67,1.3373e-87,8.0305e-67,1.34131,0.400108,3.64739
2023-09-25,1.20195e-06,2.23052e-67,1.19137e-87,7.22505e-67,1.34642,0.401549,3.65523
2023-09-26,1.20011e-06,2.00422e-67,1.05045e-87,6.48898e-67,1.34388,0.400827,3.64368
2023-09-27,1.19692e-06,1.78002e-67,9.26975e-88,5.70516e-67,1.3401,0.399614,3.66471
2023-09-28,1.22471e-06,1.62794e-67,8.38255e-88,5.21604e-67,1.3753,0.410062,3.75481
2023-09-29,1.2335e-06,1.46443e-67,7.22743e-88,4.69214e-67,1.38658,0.413448,3.7389
2023-09-30,1.24124e-06,1.31696e-67,6.3599e-88,4.21075e-67,1.39663,0.416342,3.74663
2023-10-01,1.2862e-06,1.18681e-67,5.66582e-88,3.79174e-67,1.45133,0.432461,3.88976
2023-10-02,1.23564e-06,9.96164e-68,4.50792e-88,3.16096e-67,1.3937,0.415104,3.82055
2023-10-03,1.22623e-06,8.55675e-68,3.86239e-88,2.75126e-67,1.38325,0.411716,3.81109
2023-10-04,1.21894e-06,7.81482e-68,3.36287e-88,2.46175e-67,1.37585,0.409689,3.86002
2023-10-05,1.19769e-06,6.74844e-68,2.76093e-88,2.1454e-67,1.35198,0.402502,3.80886
2023-10-06,1.22868e-06,6.30519e-68,2.45335e-88,1.9954e-67,1.38872,0.413555,3.88122
2023-10-07,1.22106e-06,5.67772e-68,2.10957e-88,1.79425e-67,1.38111,0.411236,3.88477
2023-10-08,1.21219e-06,5.21095e-68,1.86214e-88,1.64802e-67,1.37178,0.408422,3.87927
2023-10-09,1.17255e-06,4.53937e-68,1.56968e-88,1.43261e-67,1.32554,0.394584,3.83384
2023-10-10,1.16775e-06,4.03835e-68,1.35529e-88,1.26988e-67,1.32118,0.393192,3.80604
2023-10-11,1.16383e-06,3.55531e-68,1.15502e-88,1.11127e-67,1.31577,0.391624,3.73454
2023-10-12,1.1413e-06,2.96012e-68,9.46988e-89,9.26261e-68,1.28826,0.383467,3.71843
2023-10-13,1.14872e-06,2.66709e-68,8.38132e-89,8.25913e-68,1.29854,0.386438,3.73266
2023-10-14,1.15005e-06,2.35368e-68,7.23093e-89,7.23897e-68,1.30094,0.387093,3.73134
2023-10-15,1.15444e-06,2.10064e-68,6.31107e-89,6.51424e-68,1.30683,0.388777,3.77326
2023-10-16,1.19227e-06,1.98709e-68,5.76964e-89,6.12339e-68,1.35386,0.402376,3.96038
2023-10-17,1.16714e-06,1.70764e-68,4.81381e-89,5.27343e-68,1.32543,0.39324,3.94581
2023-10-18,1.14994e-06,1.41027e-68,3.84756e-89,4.42951e-68,1.30354,0.386813,3.93526
2023-10-19,1.16348e-06,1.29878e-68,3.35988e-89,4.12015e-68,1.32226,0.391471,3.98997
2023-10-20,1.19391e-06,1.18564e-68,2.95364e-89,3.82369e-68,1.3644,0.403541,4.12272
2023-10-21,1.2479e-06,1.07461e-68,2.60623e-89,3.49292e-68,1.42655,0.421437,4.15617
2023-10-22,1.2756e-06,9.97596e-69,2.34378e-89,3.26099e-68,1.4583,0.430516,4.16766
2023-10-23,1.33825e-06,9.64861e-69,2.12226e-89,3.0802e-68,1.54336,0.454963,4.5953
2023-10-24,1.34192e-06,8.54622e-69,1.9164e-89,2.73527e-68,1.5465,0.457445,4.7138
2023-10-25,1.41914e-06,9.00637e-69,1.65004e-89,2.97137e-68,1.62674,0.481846,4.79346
2023-10-26,1.41781e-06,8.37926e-69,1.48205e-89,2.75957e-68,1.63347,0.484262,4.74561
2023-10-27,1.39574e-06,7.27917e-69,1.22899e-89,2.35848e-68,1.61164,0.477841,4.70953
2023-10-28,1.39224e-06,6.56962e-69,1.04231e-89,2.11702e-68,1.61026,0.477725,4.73579
2023-10-29,1.40797e-06,5.90911e-69,9.29365e-90,1.90697e-68,1.63224,0.483857,4.79761
2023-10-30,1.43619e-06,5.40258e-69,8.17371e-90,1.73196e-68,1.67445,0.495744,4.7905
2023-10-31,1.47206e-06,5.1214e-69,7.14361e-90,1.66308e-68,1.73353,0.51115,4.81344
2023-11-01,1.50148e-06,4.39049e-69,5.79008e-90,1.35731e-68,1.77486,0.523765,4.92205
2023-11-02,1.46726e-06,3.79624e-69,4.7806e-90,1.1736e-68,1.74356,0.514672,4.85538
2023-11-03,1.48372e-06,3.31313e-69,4.1265e-90,1.02596e-68,1.76347,0.520394,4.82414
2023-11-04,1.50859e-06,3.10613e-69,3.72739e-90,9.63719e-69,1.799,0.530592,4.87212
2023-11-05,1.53106e-06,2.78653e-69,3.22016e-90,8.63169e-69,1.82889,0.539396,4.86514
2023-11-06,1.58928e-06,2.68874e-69,2.91545e-90,8.23345e-69,1.90218,0.560445,4.8699
2023-11-07,1.56546e-06,2.34932e-69,2.46616e-90,7.23649e-69,1.87549,0.55277,4.91895
2023-11-08,1.61681e-06,2.14908e-69,2.09801e-90,6.60129e-69,1.93547,0.569723,4.9503
2023-11-09,1.65894e-06,1.89752e-69,1.78572e-90,5.86895e-69,2.00291,0.589593,5.09987
2023-11-10,1.72766e-06,1.79964e-69,1.60795e-90,5.57222e-69,2.09183,0.615356,5.18332
2023-11-11,1.69969e-06,1.6012e-69,1.39415e-90,4.59902e-69,2.09232,0.616063,5.15947
2023-11-12,1.69617e-06,1.45132e-69,1.22039e-90,4.20592e-69,2.09392,0.615946,5.15032
2023-11-13,1.62915e-06,1.36273e-69,1.0363e-90,3.96993e-69,2.01245,0.59372,5.06677
2023-11-14,1.60818e-06,1.15426e-69,8.76913e-91,3.36053e-69,2.00272,0.588729,4.94008
2023-11-15,1.70039e-06,1.1108e-69,8.04773e-91,3.28176e-69,2.12457,0.623195,5.26066
2023-11-16,1.61355e-06,9.72773e-70,6.54043e-91,2.76656e-69,2.00217,0.589651,5.02517
2023-11-17,1.62244e-06,8.82401e-70,5.78457e-91,2.50988e-69,2.01492,0.593273,5.08775
2023-11-18,1.60387e-06,7.6208e-70,4.93599e-91,2.17155e-69,1.99315,0.586778,5.08139
2023-11-19,1.64254e-06,7.11866e-70,4.50696e-91,2.00788e-69,2.04758,0.601983,5.19141
2023-11-20,1.61874e-06,6.50235e-70,4.10114e-91,1.77144e-69,2.00821,0.59248,5.20376
2023-11-21,1.49419e-06,5.15035e-70,3.13756e-91,1.39943e-69,1.84636,0.544947,4.96655
2023-11-22,1.58636e-06,5.12116e-70,2.92008e-91,1.36263e-69,1.97137,0.580994,5.19814
2023-11-23,1.58402e-06,4.63432e-70,2.58185e-91,1.24394e-69,1.96964,0.580707,5.1823
2023-11-24,1.59391e-06,4.22402e-70,2.25796e-91,1.14434e-69,1.98419,0.585021,5.24056
2023-11-25,1.61205e-06,3.7892e-70,1.96363e-91,1.01747e-69,2.01236,0.592694,5.24988
2023-11-26,1.58743e-06,3.2281e-70,1.69563e-91,8.76736e-70,1.98266,0.583845,5.20358
2023-11-27,1.55333e-06,2.75171e-70,1.45743e-91,7.43103e-70,1.93792,0.571158,5.17513
2023-11-28,1.57797e-06,2.53654e-70,1.31379e-91,6.89466e-70,1.97366,0.580706,5.25519
2023-11-29,1.57614e-06,2.25708e-70,1.13021e-91,6.11473e-70,1.97444,0.580372,5.26016
2023-11-30,1.58502e-06,2.01242e-70,9.75234e-92,5.42084e-70,1.98759,0.584393,5.24201
2023-12-01,1.61204e-06,1.81599e-70,8.50377e-92,4.88995e-70,2.02259,0.594743,5.3752
2023-12-02,1.65874e-06,1.6856e-70,7.57499e-92,4.44344e-70,2.08442,0.612726,5.4819
2023-12-03,1.64953e-06,1.48335e-70,6.37464e-92,3.88705e-70,2.07605,0.610272,5.55442
2023-12-04,1.6758e-06,1.35579e-70,5.56325e-92,3.577e-70,2.11001,0.620125,5.83496
2023-12-05,1.69468e-06,1.22574e-70,4.98608e-92,3.22446e-70,2.1397,0.628287,6.12429
2023-12-06,1.68238e-06,1.07937e-70,4.28356e-92,2.82418e-70,2.14643,0.63001,6.08113
2023-12-07,1.71619e-06,9.88145e-71,3.69944e-92,2.58899e-70,2.19814,0.645495,6.0131
2023-12-08,1.82298e-06,9.32615e-71,3.31541e-92,2.44437e-70,2.33234,0.683299,6.13786
2023-12-09,1.80981e-06,8.07172e-71,2.90101e-92,2.13596e-70,2.30273,0.673943,6.07431
2023-12-10,1.86762e-06,7.33789e-71,2.63939e-92,1.96983e-70,2.38801,0.695117,6.08486
2023-12-11,1.76645e-06,6.25095e-71,2.205e-92,1.67977e-70,2.26742,0.657377,5.73245
2023-12-12,1.76221e-06,5.86976e-71,1.93498e-92,1.61628e-70,2.26779,0.657984,5.76565
2023-12-13,1.78486e-06,5.18018e-71,1.64077e-92,1.42068e-70,2.31376,0.670497,5.95695
2023-12-14,1.81346e-06,4.89171e-71,1.46011e-92,1.32724e-70,2.35372,0.681975,5.97824
2023-12-15,1.74452e-06,4.18759e-71,1.19158e-92,1.14251e-70,2.27524,0.657454,5.82789
2023-12-16,1.77246e-06,4.01759e-71,1.05364e-92,1.10474e-70,2.32541,0.669921,5.87482
2023-12-17,1.72111e-06,3.343e-71,8.71394e-93,9.36702e-71,2.2582,0.65136,5.74929
2023-12-18,1.73575e-06,3.08876e-71,7.71696e-93,8.62938e-71,2.28238,0.657288,5.9276
2023-12-19,1.70677e-06,2.6999e-71,6.59795e-93,7.56945e-71,2.24272,0.646676,5.87454
2023-12-20,1.77046e-06,2.4403e-71,6.18925e-93,6.86157e-71,2.33941,0.670218,6.0681
2023-12-21,1.85065e-06,2.27934e-71,5.47537e-93,6.3838e-71,2.45833,0.701859,6.0949
2023-12-22,1.87234e-06,2.072e-71,4.82104e-93,5.90561e-71,2.49408,0.713159,6.1098
2023-12-23,1.89128e-06,1.89001e-71,4.24199e-93,5.34462e-71,2.54064,0.72035,6.07271
2023-12-24,1.87376e-06,1.60565e-71,3.64334e-93,4.61963e-71,2.51846,0.711341,5.97396
2023-12-25,1.926e-06,1.47029e-71,3.24871e-93,4.18611e-71,2.60575,0.736065,6.0552
2023-12-26,1.92903e-06,1.28133e-71,2.78023e-93,3.64266e-71,2.55897,0.727799,5.90691
2023-12-27,1.98881e-06,1.18795e-71,2.36387e-93,3.32788e-71,2.60207,0.746431,6.03474
2023-12-28,1.939e-06,1.08713e-71,1.96197e-93,3.01883e-71,2.52393,0.726425,5.91453
2023-12-29,1.91637e-06,9.88704e-72,1.63617e-93,2.7312e-71,2.5052,0.71857,5.84549
2023-12-30,1.89059e-06,8.90209e-72,1.42441e-93,2.38927e-71,2.46943,0.709412,5.85568
2023-12-31,1.87776e-06,7.85833e-72,1.22601e-93,2.12041e-71,2.45873,0.707175,5.8756
2024-01-01,1.94111e-06,7.52904e-72,1.0948e-93,2.00825e-71,2.54398,0.73117,6.13905
2024-01-02,1.91713e-06,6.65875e-72,9.14927e-94,1.80441e-71,2.52444,0.726004,6.24568
2024-01-03,1.77082e-06,5.6166e-72,7.22315e-94,1.57977e-71,2.3411,0.673191,5.95364
2024-01-04,1.81556e-06,5.32603e-72,6.35856e-94,1.52231e-71,2.40785,0.692275,6.1351
2024-01-05,1.7599e-06,4.61089e-72,5.45254e-94,1.27541e-71,2.34031,0.672614,6.13427
2024-01-06,1.69984e-06,4.03046e-72,4.46934e-94,1.13622e-71,2.26315,0.649993,6.10971
2024-01-07,1.65443e-06,3.4881e-72,3.81886e-94,9.94342e-72,2.20897,0.63406,6.10424
2024-01-08,1.75315e-06,3.16273e-72,3.53905e-94,8.88816e-72,2.34509,0.673719,6.52417
2024-01-09,1.70564e-06,2.83183e-72,3.04414e-94,7.73823e-72,2.2881,0.656767,6.4073
2024-01-10,1.81775e-06,2.63691e-72,2.729e-94,7.18124e-72,2.43465,0.699701,6.4829
2024-01-11,1.82773e-06,2.32698e-72,2.349e-94,6.40494e-72,2.45373,0.705401,6.43915
2024-01-12,1.71379e-06,2.05283e-72,1.99842e-94,5.64158e-72,2.30508,0.662501,5.94496
2024-01-13,1.75317e-06,1.87044e-72,1.77626e-94,5.05796e-72,2.36093,0.678912,5.95403
2024-01-14,1.69771e-06,1.58815e-72,1.46186e-94,4.32307e-72,2.28962,0.658384,5.799
2024-01-15,1.72523e-06,1.45775e-72,1.30727e-94,3.99624e-72,2.33149,0.67024,5.90721
2024-01-16,1.73802e-06,1.32802e-72,1.12763e-94,3.62319e-72,2.35401,0.676417,5.99432
2024-01-17,1.72065e-06,1.14313e-72,9.83518e-95,3.10814e-72,2.3314,0.669686,5.94404
2024-01-18,1.65906e-06,9.79536e-73,8.00355e-95,2.63142e-72,2.24796,0.645381,5.74274
2024-01-19,1.64436e-06,8.28609e-73,6.74569e-95,2.23438e-72,2.23353,0.640612,5.78881
2024-01-20,1.67293e-06,7.67328e-73,5.9665e-95,2.04452e-72,2.26919,0.651107,5.79395
