,EW-5 (20% each),IVW-5 (causal 90d),SharpeTilt-5 (causal),MinVar-5 (causal 120d),EW-3fam (B3/M10/CT),EW-3fam (A2/M10/CT),IVW-3fam (B3/M10/CT),[OVERFIT] full-sample maxSharpe
2020-03-08,-0.00026990740144359864,-0.00026990740144359864,-0.00026990740144359864,-0.00026990740144359864,-0.00023105409212262852,-0.00032652021337323934,-0.00023105409212262852,0.0007518818139416871
2020-03-09,0.0001626878240967663,0.0001626878240967663,0.0001626878240967663,0.0001626878240967663,0.00026782119429067915,0.0002698009179700888,0.00026782119429067915,0.00040231499788978564
2020-03-10,0.0010616654045067005,0.0010616654045067005,0.0010616654045067005,0.0010616654045067005,0.001747559246675561,0.0017604736512159254,0.001747559246675561,0.002624791424979389
2020-03-11,-0.003117823762106186,-0.003117823762106186,-0.003117823762106186,-0.003117823762106186,-0.005128594275266469,-0.00516642781094572,-0.005128594275266469,-0.006445298787698793
2020-03-12,0.005011591442761392,0.005011591442761392,0.005011591442761392,0.005011591442761392,0.008260366600450932,0.008321619616172757,0.008260366600450932,0.012412442001829746
2020-03-13,-0.0033820521974774055,-0.0033820521974774055,-0.0033820521974774055,-0.0033820521974774055,-0.005556513116765811,-0.0055973762269164555,-0.005556513116765811,-0.008315253166604418
2020-03-14,0.00012949791530625574,0.00012949791530625574,0.00012949791530625574,0.00012949791530625574,0.0002132226866220267,0.00021479957235585623,0.0002132226866220267,0.0003199727677376678
2020-03-15,-0.0010288430157712849,-0.0010288430157712849,-0.0010288430157712849,-0.0010288430157712849,-0.0016938829355277274,-0.001706407335528594,-0.0016938829355277274,-0.002541655299613378
2020-03-16,-0.022429915761794723,-0.022429915761794723,-0.022429915761794723,-0.022429915761794723,-0.002749844406501454,-0.019402129827997612,-0.002749844406501454,-0.006608983646780462
2020-03-17,-0.008055503024442924,-0.008055503024442924,-0.008055503024442924,-0.008055503024442924,-0.013009480398627859,-0.012691610728333882,-0.013009480398627859,-0.019519387023994913
2020-03-18,-3.951996140286496e-05,-3.951996140286496e-05,-3.951996140286496e-05,-3.951996140286496e-05,-6.414431757861293e-05,-6.569559874514521e-05,-6.414431757861293e-05,-9.734603487217459e-05
2020-03-19,-0.0008175440803314558,-0.0008175440803314558,-0.0008175440803314558,-0.0008175440803314558,-0.0013269774732989285,-0.0013590715150585794,-0.0013269774732989285,-0.0020139006781770452
2020-03-20,-0.0005329679258314523,-0.0005329679258314523,-0.0005329679258314523,-0.0005329679258314523,-0.0008655156549712441,-0.0008864773515021158,-0.0008655156549712441,-0.0013144626536247632
2020-03-21,-0.001114986089521304,-0.001114986089521304,-0.001114986089521304,-0.001114986089521304,-0.0018112893251880395,-0.0018551953877908862,-0.0018112893251880395,-0.0027520501234878595
2020-03-22,4.7474588925770164e-05,4.7474588925770164e-05,4.7474588925770164e-05,4.7474588925770164e-05,7.717603014207819e-05,7.905027163906505e-05,7.717603014207819e-05,0.0001173709037451152
2020-03-23,-0.00033851515850828436,-0.00033851515850828436,-0.00033851515850828436,-0.00033851515850828436,-0.0005502834415176564,-0.0005636461726160794,-0.0005502834415176564,-0.0008368488111622594
2020-03-24,-0.0005384709644274269,-0.0005384709644274269,-0.0005384709644274269,-0.0005384709644274269,-0.0008755130515512474,-0.0008967854405633613,-0.0008755130515512474,-0.0013318267193643586
2020-03-25,-0.0004481886080584372,-0.0004481886080584372,-0.0004481886080584372,-0.0004481886080584372,-0.0007289665949621432,-0.0007466942345064268,-0.0007289665949621432,-0.0011094075561580421
2020-03-26,3.930119673669083e-05,3.930119673669083e-05,3.930119673669083e-05,3.930119673669083e-05,6.394028986322887e-05,6.549640702558455e-05,6.394028986322887e-05,9.734720092768394e-05
2020-03-27,-0.0005603187768033083,-0.0005603187768033083,-0.0005603187768033083,-0.0005603187768033083,-0.0009115768804101508,-0.000933760507189766,-0.0009115768804101508,-0.0013878024905034964
2020-03-28,-0.00029449382650643274,-0.00029449382650643274,-0.00029449382650643274,-0.00029449382650643274,-0.0004792774352410772,-0.0004909517647473757,-0.0004792774352410772,-0.0007300093175163473
2020-03-29,0.00023442466457849134,0.00023442466457849134,0.00023442466457849134,0.00023442466457849134,0.0003815877043868933,0.0003908870546702998,0.0003815877043868933,0.0005813594688768924
2020-03-30,-9.691770728513153e-05,-9.691770728513153e-05,-9.691770728513153e-05,-9.691770728513153e-05,-0.00015773581294107217,-0.00016157835664717775,-0.00015773581294107217,-0.0002402669129847848
2020-03-31,8.068686337916163e-05,8.068686337916163e-05,8.068686337916163e-05,8.068686337916163e-05,0.00013132772650229545,0.00013452746960672724,0.00013132772650229545,0.00020005800607776468
2020-04-01,-0.0003640498197776676,-0.00016634718926156973,-0.00022753113736104225,-0.0003640498197776676,-0.0006067496996294459,-0.0006067496996294459,-0.00024032366456428373,-0.000910124549444169
2020-04-02,-0.0022387322527982903,-0.0026533726825241307,-0.0025515056764271204,-0.0022387322527982903,-0.0008345782707288773,-0.001258528946095301,-0.0019014908737213963,-0.0013158594484215427
2020-04-03,0.000412577033595163,0.00016714858409193676,5.069146652296344e-06,0.000412577033595163,-0.00031969659505834636,-0.0002420701304773402,-0.0004711533772179295,-0.0004682531398376368
2020-04-04,0.005383216525326937,0.005195596095446999,0.00487298286901522,0.005383216525326937,0.0015954404963180596,0.005582918395171111,0.0026857452110946403,0.002993787050813983
2020-04-05,-0.006773741403728366,-0.005761126117572961,-0.005249606413664159,-0.006773741403728366,-0.002246420869178833,-0.005602043294260165,-0.00227103649073221,-0.003874240625970032
2020-04-06,0.056167080814606425,0.055311989460222984,0.050884820946121095,0.056167080814606425,0.014588184739413947,0.04144237902948885,0.02728833160394612,0.02594238664224829
2020-04-07,-0.0072707165861734405,-0.005958838560023721,-0.005305758741446442,-0.0072707165861734405,-0.002665394499829429,-0.006804873097624834,-0.002293346459147145,-0.003416416748548584
2020-04-08,0.024095697292274895,0.020523072435851206,0.017691942067549274,0.024095697292274895,0.0024061924548145004,0.019312686484727913,0.004542164502146414,0.006153462679089356
2020-04-09,-0.0029207834558202046,-0.00269744632500421,-0.002212420367883715,-0.0029207834558202046,0.0005461865027659185,-0.001900246915075721,-0.0003084849135446115,0.0004353266534029871
2020-04-10,-0.038223401091728434,-0.032343326140170846,-0.027906015863153624,-0.038223401091728434,-0.0054282936814514186,-0.03176904910011874,-0.00786201527424914,-0.01008058638072351
2020-04-11,0.0002306611010449915,0.00010379202457715781,0.00014380141925478656,0.0002306611010449915,0.00039170598570797483,0.00038794112993987455,0.00015154648660869744,0.0005924028990716233
2020-04-12,-0.004183560000734985,-0.003840502751266989,-0.003044744289727909,-0.004183560000734985,-0.001947110416653943,-0.0015045197995364047,-0.002046433864847911,0.0008656935186438024
2020-04-13,-0.00322495361387563,-0.0028160489559888656,-0.0024326371071150227,-0.00322495361387563,-0.002047266706973592,-0.0033861960917757968,-0.0018544596998809255,-0.0007070948326098143
2020-04-14,-0.0036085605481036126,-0.0029333774834648116,-0.0024801449026627493,-0.0036085605481036126,-0.00012910144198168924,-0.002901049761564926,-0.0003316581576662832,-0.0008276703171727028
2020-04-15,-0.011176474595482103,-0.009607823015389991,-0.00835310702705433,-0.011176474595482103,-0.0026223550303002222,-0.00952580245201259,-0.0032614351868589424,-0.0032642854273496366
2020-04-16,0.010728168823902788,0.008791325001345584,0.0075660148721297,0.010728168823902788,-1.4585136547033939e-05,0.008277058455494373,0.0008495318717176382,0.003336108399074282
2020-04-17,-0.0013567352214214358,-0.0010207471639812984,-0.000932660965514482,-0.0013567352214214358,-0.0007595326698836035,-0.0014460722576467378,-0.0004746104471883619,-0.0009306379874354723
2020-04-18,0.021497374061188613,0.01820805696195628,0.01628445895679084,0.021497374061188613,0.005514344944009406,0.022896541382008525,0.00646984381674889,0.009140130872057417
2020-04-19,-0.025987244190010066,-0.021857913683403084,-0.019072150109810417,-0.025987244190010066,-0.004624597153530951,-0.021925184799505955,-0.005859662843691749,-0.008808335853502318
2020-04-20,-0.042947051411803897,-0.036385957125384866,-0.031195501627192673,-0.042947051411803897,-0.0047886849913691765,-0.0349528915876851,-0.008322738226686907,-0.010410984293365871
2020-04-21,-0.00021279547115917515,-8.789313057601144e-05,-0.000146136010801511,-0.00021279547115917515,-0.0003435301832838195,-0.00033790251770258534,-0.00012357430692455762,-0.0006839443358103428
2020-04-22,-0.0003571401895470519,2.421437659623804e-05,-0.00021882193999667366,-0.0003571401895470519,-0.0005766310685744134,-0.0005909707080605967,3.404568214785466e-05,-0.002264044158620446
2020-04-23,0.0031723776625941546,0.0028987428190718847,0.00213734144333036,0.0031723776625941546,-0.0003256159718519107,0.0009404902686968321,0.00039238812588238424,-0.001713171014495029
2020-04-24,0.01705640264209432,0.014567296432308238,0.012458634500452039,0.01705640264209432,0.002705090499811003,0.013841560636904447,0.004066200105293774,0.0038592173715137853
2020-04-25,0.011977827379398658,0.010404540817779568,0.009144305834394966,0.011977827379398658,0.002956883750810047,0.012311990596223392,0.003928850920738085,0.003674447001761807
2020-04-26,0.0015982356105485342,0.001656205094195909,0.0017577935302708556,0.0015982356105485342,0.00044271178703566845,0.005898359898073312,0.0012284354377371394,0.0014135736556489097
2020-04-27,-0.01344064919066391,-0.011378767589981626,-0.009890612061612897,-0.01344064919066391,-0.0031591766481505984,-0.012447682938500855,-0.003772074695304281,-0.004024239644429114
2020-04-28,0.0052161543038783545,0.004385858137313728,0.003988210720330222,0.0052161543038783545,0.002868411801342996,0.006812627044481044,0.002590145797267703,0.0025837986971062156
2020-04-29,0.07250379897896457,0.06243484717188883,0.05463465532487784,0.07250379897896457,0.01756445677926592,0.07147623959805328,0.022583777105874954,0.021907149315177316
2020-04-30,-0.027719798895197042,-0.02381254014105184,-0.020876425332238865,-0.027719798895197042,-0.009952481255501007,-0.029651051609101548,-0.010559920601413227,-0.008139811452426916
2020-05-01,0.003998594990803461,0.0023330233322715528,0.004743405047505427,0.0012667322535314489,0.00012540157038169278,0.002923005411900196,0.0005158316799529234,0.000736201718736218
2020-05-02,0.0041537498044703315,0.003331159259141443,0.004252525098407763,0.001974883710824289,0.002213049148747388,0.00394131385765846,0.0024219642909890193,0.0010802014737239386
2020-05-03,-0.012480616475956106,-0.009570713747539056,-0.012069822705033787,-0.003816550818002282,-0.006727070230478606,-0.01269000127273813,-0.0067567910008288126,-0.0023545010121482166
2020-05-04,-0.014489412789818518,-0.009076603345171755,-0.0157063601358394,-0.0036086581315602187,-0.003192311526262039,-0.012483996520415055,-0.00364458937966178,-0.003211806513134313
2020-05-05,1.2679167054238308e-05,-4.811185761026376e-05,-5.3813077017424706e-05,-0.00018515106128834608,2.0892250603194913e-05,9.214335956862165e-05,-5.947445139137521e-05,4.171559266750076e-05
2020-05-06,-0.0014746952604803474,-0.0010413903627679794,-0.0027166885142103593,-0.0011275525293377136,-0.00024639345898161793,-0.0020366481294623786,-0.0005544073955225035,-0.0006323928499322632
2020-05-07,0.0071649991129727,0.004582090021356337,0.01241006888006038,0.003772224170244745,0.0015223977186024564,0.010559638945281797,0.0022134356141939723,0.003606764490722422
2020-05-08,-0.0006200557640891433,-0.00041777988769394695,-0.0008250652742407453,-0.00026087567895250087,-0.00041404152915699245,-0.000945454252809548,-0.00031202088878847005,-0.000696376423867113
2020-05-09,-0.0031295012939517378,-0.00190535293922543,-0.0035608080071350386,-0.0010398514286211746,-0.0005277173766810361,-0.0025165702220070244,-0.0006661966635372592,-0.0010826090794887695
2020-05-10,-0.013969954940782226,-0.009676894705172434,-0.01673709244140783,-0.008198228837185403,-0.0030719615982043856,-0.01026186786412977,-0.004691447154600579,-0.00565023874610926
2020-05-11,0.002793498810000115,0.0015745896721756534,0.003050969405570253,0.0005293680047155893,0.0004937930943411702,0.0024005522192666125,0.00045461860657375287,0.001019737846177214
2020-05-12,-0.003068974257953638,-0.0025235477150339653,-0.0038977438446827707,-0.0029588161640123215,-0.0010533973499696544,-0.002011643155603909,-0.001661767674616218,-0.0017158151666226778
2020-05-13,-0.004845331884962388,-0.0034088597445695165,-0.005466234192383026,-0.002929075015488211,-0.0011746691736178791,-0.0031287846212361315,-0.0017119404702812713,-0.0020452288656172776
2020-05-14,-0.0033905580491305834,-0.0023634804351526898,-0.0021382896906309277,-0.0017692302822209063,-0.0005010996416522869,0.00014334715718607082,-0.0009259096461481733,-0.0006545500814013834
2020-05-15,-0.0004119330396927616,-0.00046512411092296794,-0.00019751134683429627,-0.00011039510225865261,-0.0006681778716045029,-0.0006712778387173618,-0.0005707509884638846,-0.00014514634404282285
2020-05-16,-2.577224704819749e-05,3.1464691725556557e-05,-1.2027238517937028e-05,6.703989311494815e-06,-4.181471045018386e-05,-4.239332464168042e-05,3.8614213854452965e-05,-0.0003301155590434291
2020-05-17,0.00015065258528820417,0.00018063587999069282,7.030468347834874e-05,3.699013338372006e-05,0.0002444332961828451,0.00024781580364431437,0.00022167903927966794,-1.245023178639927e-05
2020-05-18,0.0037042217024144536,0.004380331674360457,0.0017287792100309542,0.0008968663377223944,0.006009523349249453,0.006092663501260004,0.005375387614775804,1.8863988094549116e-05
2020-05-19,0.0005966399330074501,0.0007232777943230836,0.0002790040299945697,0.00014868297132140126,0.0009657373567961901,0.000979017166029909,0.0008867023765196331,-9.444384739180603e-05
2020-05-20,-0.0016585924317285578,-0.0019856611238886204,-0.0007758463576428558,-0.00040832082617885297,-0.0026836521419798354,-0.0027205188239773533,-0.002433923682085272,0.00013030269522667031
2020-05-21,-0.010487845290073754,-0.011970423682501657,-0.006113016620095643,-0.003908882160137054,-0.015286451037817965,-0.015752378557289393,-0.014058295466051274,-0.0011571364814146985
2020-05-22,-0.003147672430481746,-0.0015689074018137782,-0.00482642964851138,-0.0024464756705499004,0.0012054801156096094,-0.001034340311964871,0.0003801796884922065,-0.0017032009881505755
2020-05-23,-0.0034137005159172408,-0.003538273908723484,-0.0024741879352899346,-0.0006871876064496166,-0.0046391367901525,-0.005856950536023101,-0.004052860482073065,-0.0006241038685835175
2020-05-24,0.0015868787134703925,0.0004839944481242783,0.0020268158321787274,0.003486218640560239,-0.00269730501678048,-0.004267667901233313,-0.0014855687067761192,0.002296948889731521
2020-05-25,0.0010456412235318093,0.0021636643496306795,-0.00038487400068402104,-0.001847430316152154,0.005346901026952328,0.006487313887137916,0.004095572104423214,-0.0013292603374188087
2020-05-26,-0.0012872586904627188,-0.0010484861199344462,-0.001267768229922653,0.0003120474124285213,-0.0012305143817478502,-0.0025397656702136917,-0.0010104310274903479,0.00025918602009886507
2020-05-27,-0.005123594283334757,-0.003958587863654714,-0.005126061782859583,-0.002787195367462633,-0.001342388547493498,-0.0028787768698885527,-0.0022510567331653327,8.642509353689711e-05
2020-05-28,-8.409725220681127e-05,0.002051886195822974,-0.0020298480500372746,-0.0014643656480585444,0.006176200184139668,0.005666462891790135,0.00491580061742143,-0.0014217609417063095
2020-05-29,0.005326418401764901,0.004392890158699694,0.0038245287601846346,0.0007394723966084707,0.004717801288855235,0.006484999794498308,0.003946162596498343,0.001609620614379438
2020-05-30,0.030727791838348784,0.02640200601763211,0.03577739496113552,0.019127087366447564,0.01948049375640951,0.03438447081009646,0.021623477323181695,0.011144341668672038
2020-05-31,-0.044055233399389486,-0.033288794967315266,-0.04994113997897845,-0.023210336276710167,-0.017856286085718806,-0.039659437100518766,-0.02137100272795237,-0.014095580255492304
2020-06-01,0.05872666486044427,0.030239171014208425,0.05872666486044427,0.03143894476202044,0.0196672959634967,0.04932748733140076,0.017396051143807684,0.020858620371228664
2020-06-02,-0.026372264817384996,-0.015207633985468087,-0.026372264817384996,-0.019412223280798443,-0.011078954681455191,-0.0209600171590463,-0.009987022902987268,-0.011787241236888256
2020-06-03,0.010330502603509945,0.004311130473345372,0.010330502603509945,0.005484189236968216,0.0014001155530273567,0.007408491750753918,0.001382742174188363,0.00336739123493638
2020-06-04,0.0024208056465645175,0.0001386686378110457,0.0024208056465645175,0.0023110911970903756,-0.0018583508634347661,0.00023401850558089712,-0.0011780061057131493,0.0015013655663966632
2020-06-05,-0.013616263160582866,-0.00719957019517192,-0.013616263160582866,-0.006778894749671371,-0.004920834243893482,-0.011574100113212273,-0.004231020785783676,-0.004504690073603883
2020-06-06,0.004969415801376134,0.004415073001968928,0.004969415801376134,0.001354982862239211,0.006346865605382351,0.006999578689218158,0.00463344886768746,0.0002913638906546311
2020-06-07,-0.0008251696453326553,-0.002366328198644774,-0.0008251696453326553,-0.00021870411829130209,-0.00520660970882533,-0.003326588040928809,-0.0035842206997594005,0.0010005278969303455
2020-06-08,0.007836279582499996,0.006833418797129943,0.007836279582499996,0.00202282001192685,0.009322961878168366,0.010716259310522093,0.007004061579552521,0.0010611516010005134
2020-06-09,-0.010310813093466277,-0.00394986992865926,-0.010310813093466277,-0.005976397367252315,-0.0001712071386049733,-0.006590758017370736,-0.0006814121203511194,-0.004163696731553702
2020-06-10,0.007372749542362849,0.0061555123205753424,0.007372749542362849,0.0013854884811416877,0.009650700123686507,0.010710640164704254,0.006474079614589878,-0.001410708409899913
2020-06-11,-0.03562137030427616,-0.023969882328862564,-0.03562137030427616,-0.013758637995961841,-0.02436253722993856,-0.03751799710068493,-0.01965060536172147,-0.01008979218412143
2020-06-12,0.004346068988304005,0.0046530594283171415,0.004346068988304005,0.0006533140074702547,0.007271582825499344,0.007243745422822171,0.005349592747291266,5.3058310760779955e-05
2020-06-13,-0.0006975598786251981,-0.0008624857125674813,-0.0006975598786251981,-0.00011211910926941891,-0.0011637257255844116,-0.0011580153286998363,-0.0009909073194651155,-0.00038878502845507315
2020-06-14,-0.008991848281898815,-0.00964817235140311,-0.008991848281898815,-0.0014019049619876881,-0.015007928567441702,-0.014934199350114967,-0.011086182006971373,-0.00019361986776706574
2020-06-15,-0.003960158583713707,-0.003873388336570245,-0.003960158583713707,-0.000601880274045407,-0.006650110368163573,-0.006616945178805908,-0.004457168514269112,0.0011431294825106277
2020-06-16,-0.0008458215636034215,-0.0009883293162513001,-0.0008458215636034215,-0.00013272044292787004,-0.0014241951129720907,-0.0014170451075386113,-0.0011379528929459923,-0.00027684102356715013
2020-06-17,-0.001428905612151818,-0.00151299585352236,-0.001428905612151818,-0.00021957710601535585,-0.002407386107858495,-0.002395282956011504,-0.0017423098589754659,3.8366814110267764e-05
2020-06-18,-0.0003331508502199324,-0.0005841140695814509,-0.0003331508502199324,-5.7724947575839244e-05,-0.0005618351409628052,-0.0005590037285125161,-0.0006727985947736558,-0.0007356439850843431
2020-06-19,-0.0001296628005857561,-4.7223276797382756e-05,-0.0001296628005857561,-1.732872080981015e-05,-0.00021871709650627777,-0.00021761423796741003,-5.439789158407445e-05,0.0002935791582071197
2020-06-20,-0.00012115639628689035,-4.5279907537997956e-05,-0.00012115639628689035,-1.6223058039312607e-05,-0.00020438657396835963,-0.00020335575129870557,-5.215964120275756e-05,0.00027047556506627654
2020-06-21,0.0006705494487585194,0.0008057686063966841,0.0006705494487585194,0.00010559033964718555,0.0011312874750737086,0.001125580671806367,0.0009282017753126789,0.0002896853912835064
2020-06-22,-0.001020809503848438,-0.0017366695523323924,-0.001020809503848438,-0.00017537635515475577,-0.0017214204498834365,-0.0017127464717762455,-0.0020003045192384934,-0.002083291774952039
2020-06-23,0.01194941291995325,0.006752867414855157,0.01194941291995325,0.006005403359294289,0.005199340219601396,0.010579436191915799,0.0044690002133528405,0.004176783005440809
2020-06-24,-0.005967577593981737,-0.0041752536357179,-0.005967577593981737,-0.002327668347538287,-0.0049684035686280315,-0.006785485652112927,-0.0036767058730245417,-0.0009265750813538698
2020-06-25,0.005228031894505002,0.00333446533374647,0.005228031894505002,0.0023491028709724704,0.003235469534838505,0.0052449941641354286,0.0026019757566243563,0.001533395902690986
2020-06-26,-0.007964737229405324,-0.0037618178744391797,-0.007964737229405324,-0.0043939241518095185,-0.0019032587120977234,-0.006090649270239031,-0.0017692315976638496,-0.002822824464382753
2020-06-27,0.004887976537890134,0.006003383840784726,0.004887976537890134,0.0003399263934440987,0.010684137053056375,0.011963322685239515,0.007546695473948831,-0.0006472886187659623
2020-06-28,-0.0039153994861473715,-0.0031315858250294875,-0.0039153994861473715,-0.0013186079451354836,-0.004030841816282228,-0.004885793585503386,-0.003037218413467451,-0.0006384152376876338
2020-06-29,-0.001825564521782962,-0.00173152412344908,-0.001825564521782962,-0.0004227929386456065,-0.002555285164427259,-0.0027169961545353534,-0.0018786822839497962,-0.00011018910012186586
2020-06-30,0.0033587529133114104,0.0029536037976595434,0.0033587529133114104,0.0012335728060393636,0.003092517281069685,0.0039641533346869385,0.002831799896233062,0.0019939916458975525
2020-07-01,0.010107013091911022,0.0024397805087851407,0.014977916359389247,0.005361813526896051,0.0014681706029044212,0.006477111050650518,0.0009189755912300994,0.004779215770163559
2020-07-02,-0.006481190346409685,-0.0023202790548143355,-0.008404328209151482,-0.002760824782969381,-0.00301626203008297,-0.0057624750396160825,-0.0016231771815610804,-0.002601505005207496
2020-07-03,0.004515050230815883,0.0016171630781370008,0.0047848225871834115,0.00353906521343166,0.0014939243797185667,0.001561915415235729,0.0010461091880708815,0.002776014802901187
2020-07-04,0.04022704790317729,0.010169176253982988,0.06035419724408141,0.01652538585701422,0.006741091794746635,0.030329669240492036,0.004227484848139933,0.0161908420212214
2020-07-05,0.021216690396450497,0.0036336911969207363,0.028178904726123607,0.008498142354961071,0.00576680245654851,0.015214902475797109,0.000467670418031771,0.006762812664245547
2020-07-06,0.028788526544719802,0.007591229095480781,0.04303286542502019,0.005060004300350358,0.007782043694164678,0.02939452519787753,0.0035027719053840286,0.007176775086854616
2020-07-07,0.06536891314838442,0.017321926997277404,0.09044118721122595,0.02114376766121967,0.01540437842214978,0.053636575932545325,0.007435342641922758,0.02193923219799475
2020-07-08,0.09337056996718213,0.024701342158626856,0.12146460290788616,0.030931115205621543,0.03267169237458861,0.08173643258617747,0.010976758297333522,0.029674492665728393
2020-07-09,-0.03857687088885906,-0.011701531927753358,-0.0525830084675641,-0.013964238537478394,-0.013137080162924116,-0.03680010281760928,-0.005740628747214677,-0.014513376080633623
2020-07-10,0.0007535416537730991,-0.0003961186576964957,0.002610389301538849,0.00013166727353997558,-0.0034700504474867297,-0.0011456609270541266,-0.001004215502035689,0.0006093336578856002
2020-07-11,0.0017902581535386849,0.00089751510593291,0.0024056620111905713,0.0005319422628517755,0.0005030064131428798,0.0016789604992773453,0.0006541769838819005,0.0007847030054545925
2020-07-12,0.032746540827529126,0.0074076255170184326,0.03978911393295302,0.00565151509598513,0.016862668102384647,0.03361439006628885,0.0028260784429435383,0.005346799817111305
2020-07-13,-0.019534950464366905,-0.003796912962416025,-0.02957523830488468,-0.0029816928091991705,-0.0043925352677546105,-0.021017381981547963,-0.0003148907234650001,-0.004408934594173633
2020-07-14,0.002851106851680557,0.0015808823261204998,-0.0005409932194821885,0.0005558956312805484,0.006975105457590503,0.004033214769312929,0.0018852821605504987,-0.00041211150790610877
2020-07-15,0.0034981183266322964,0.001022704415298182,0.005223813616892363,0.0005952269365203422,0.006050766275613401,0.008449980680373333,0.0011008368985049742,0.0003095969346262524
2020-07-16,-0.02110153835103917,-0.006215566866875651,-0.03409922939518096,-0.005382952159879183,-0.008134558243723559,-0.026899667595769422,-0.0032077115087707823,-0.007137115844780375
2020-07-17,-0.000875117433800875,0.0003029522106947993,-0.002159980451292661,-7.76100091310022e-05,0.0001100464279405963,-0.001390548910770775,0.0005271119936729027,-9.039783884373e-05
2020-07-18,-0.005517216942266991,-0.0014526129180649288,-0.010462749346648804,-0.0013243236075198672,-0.002751574551813255,-0.009083737537850283,-0.0007685316076854779,-0.0018828137263003
2020-07-19,-0.00023214187257957535,-0.002182537576053899,-0.00013739723050482932,-0.0008888903230629319,-0.0004440978541672962,-0.000405620828945326,-0.002413305962424848,-0.0016362764000366074
2020-07-20,-0.005324400340501189,-0.0024889900010050202,-0.0031510409218437232,-0.0009085353905676897,-0.010187977480591961,-0.009304924045561392,-0.0027527974703599636,1.4964766058680537e-05
2020-07-21,0.002388085733074951,0.0013839978152342515,0.0014102150964443898,0.0005162610322326702,0.004591937070414218,0.004190187953146626,0.0015310923421311391,0.00020639290399587505
